movieId,title,genres,year,tmdb_id,tmdb_title,tmdb_release_date,tmdb_overview,tmdb_runtime,tmdb_genres,tmdb_top_cast,tmdb_keywords
3281,"Brandon Teena Story, The (1998)",Documentary,1998,113096,The Brandon Teena Story,1998-09-23,"Documentary about Brandon Teena, a transgender man who was murdered along with two others in 1993 in rural Nebraska.",89,Documentary,Kate Bornstein,woman director
3282,Different for Girls (1996),Comedy,1996,106837,Different for Girls,1996-10-01,"Paul and Kim meet when their vehicles collide. Paul is fascinated with the attractive Kim. It turns out that the two were childhood friends in Catholic boys' school, but back then, before the operation, Kim was named Karl.",97,"Comedy, Drama, Romance","Rupert Graves, Steven Mackintosh, Miriam Margolyes, Charlotte Coleman, Saskia Reeves","transsexual, lgbt"
3283,Minnie and Moskowitz (1971),Action,1971,24349,Minnie and Moskowitz,1971-12-22,"Depressed and jaded after being dumped by her married boyfriend, aging beauty Minnie Moore wonders if she'll ever find love.  After shaggy-haired parking lot attendant Seymour Moskowitz comes to her defense from an angry and rebuffed blind date, he falls hopelessly in love with her despite their myriad differences.  Minnie reluctantly agrees to a date with Moskowitz, and, slowly but surely, an unlikely romance blossoms between the two.",115,"Romance, Drama, Comedy","Gena Rowlands, Seymour Cassel, Val Avery, Timothy Carey, Katherine Cassavetes","loneliness, los angeles, california, parking lot"
3284,They Might Be Giants (1971),Comedy|Romance,1971,27841,They Might Be Giants,1971-06-09,"After the death of his wife, wealthy retiree Justin Playfair creates a fantasy world for himself in which he is the legendary detective Sherlock Holmes, even dressing like the character. Out of concern for Justin's money more than his health, his brother Blevins puts him under the care of psychiatrist Dr. Mildred Watson. As Dr. Watson grows fond of Justin, she begins to play along with his theories, eventually becoming an assistant in his investigations.",98,"Comedy, Mystery","George C. Scott, Joanne Woodward, Jack Gilford, Lester Rawlins, Al Lewis","new york city, loss of loved one, suppressed past, based on play or musical, psychiatrist, mental illness, psychiatry, female psychiatrist, sherlock holmes"
3285,"Beach, The (2000)",Adventure|Drama,2000,146902,Jimmy Page & The Black Crowes - Live at Jones Beach,2000-07-10,"After a charity show in London and a six-date tour in 1999 that was captured for an album (Live at the Greek), the Black Crowes and Jimmy Page returned in 2000 for a nationwide tour that featured a conglomeration of Led Zeppelin favorites and songs new and old from the Crowes. This pro shot DVD from a night at Jones Beach captures Page and the band delivering  a number of high-class Led Zeppelin classics, among them 'Celebration Day', 'The Lemon Song', 'Heartbreaker', and 'Whole Lotta Love', as well as numbers that nobody would have expected. Tracks like 'Ten Years Gone', 'Your Time Is Gonna Come' or 'What Is And What Should Never Be' were convincingly delivered thanks to Page and the two Crowes guitarists Rich Robinson and Audley Freed, who not only have the necessary technique but also the right feeling for this kind of material. Chris Robinson delivers an unbelievably powerful and dramatic vocal performance.",140,Music,"Jimmy Page, Chris Robinson, Rich Robinson, Audley Freed, Eddie Harsch","rock music, rock concert, the black crowes, jimmy page"
3286,Snow Day (2000),Comedy,2000,15489,Snow Day,2000-02-11,"When an entire town in upstate New York is closed down by an unexpected snowfall, a ""snow day"" begins when a group of elementary school kids, led by Natalie Brandston, try to ensure that the schools stay closed by stopping a mechanical snowplow driver by trying to hijack his plow truck. Meanwhile, Natalie's big brother Hal is using this day to try to win the affections of Claire Bonner, the most popular girl in his high school, while Hal and Natalie's father Tom, a TV meteorologist, faces off against a rival meteorologist for weather coverage of the day's events.",89,"Comedy, Family, Adventure","Mark Webber, Schuyler Fisk, Zena Grey, Chris Elliott, Chevy Chase","high school, elementary school, rivalry, prank, teenage crush, hijinks, new york state, meteorologist, snowball fight, snowplow, popular girl, snow day"
3287,"Tigger Movie, The (2000)",Animation|Children's,2000,15655,The Tigger Movie,2000-02-11,"Winnie the Pooh, Piglet, Owl, Kanga, Roo, and Rabbit are preparing a suitable winter home for Eeyore, the perennially dejected donkey, but Tigger's continual bouncing interrupts their efforts. Rabbit suggests that Tigger go find others of his kind to bounce with, but Tigger thinks ""the most wonderful thing about tiggers is"" he's ""the only one!"" Just in case though, the joyously jouncy feline sets out to see if he can find relatives.",77,"Animation, Family, Comedy","Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen","tiger, cartoon"
3288,Cotton Mary (1999),Drama,1999,68546,Cotton Mary,1999-12-17,"A British family is trapped between culture, tradition, and the colonial sins of the past.",124,Drama,"Greta Scacchi, Madhur Jaffrey, James Wilby, Sarah Badel, Riju Bajaj",
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,1999,36210,Not One Less,1999-10-30,"Set in the People's Republic of China during the 1990s, the film centers on a 13-year-old substitute teacher, Wei Minzhi, in the Chinese countryside. Called in to substitute for a village teacher for one month, Wei is told not to lose any students.",106,Drama,"Wei Minzhi, Zhang Huike, Tian Zhenda, Gao Enman, Sun Zhimei","class, village, mayor, mountain, promise, teacher, money, food, chalk"
3290,Soft Toilet Seats (1999),Comedy,1999,279444,Soft Toilet Seats,1999-12-03,"Arne buys a house in suburban Los Angeles, only to discover that the previous owner died in a grisly manner. Then he gets a visit from the dead woman's best friend, who is convinced that she didn't commit suicide. Together, they investigate what Tilly is sure must be a murder, and come up against the toughest moral dilemma of their lives.",107,Comedy,"David Rosen, Alexa Jago, Jonathan Aube, Sammi Davis, Michael Greene","suicide, house, murder, woman director"
3291,Trois (2000),Thriller,2000,77908,Trois,2000-02-11,"Jermaine, a young struggling Atlanta lawyer, decides to spruce up his marriage with Jasmine, who's mentally recovering from an abusive previous relationship, by hiring Jade, a bisexual stripper/prostitute fighting a custody battle with her ex-husband for their four-year-old son, for a threesome menage-a-trois get together only to have all three of them suffer the after-affects when Jermaine begins acting possessive towards Jasmine and Jade which leads to Jade (or someone) stalking him and disrupting his private and professional life. Written by Matt Patay",93,"Drama, Thriller, Romance","Gary Dourdan, Kenya Moore, Gretchen Palmer, Chrystale Wilson, Bryce Wilson",
3292,"Big Combo, The (1955)",Film-Noir,1955,22342,The Big Combo,1955-02-13,"Police Lt. Leonard Diamond vies to bring a clever, well connected, and sadistic gangster to justice all the while obsessing over the gangster's girlfriend.",88,"Drama, Crime","Cornel Wilde, Jean Wallace, Brian Donlevy, Richard Conte, Lee Van Cleef","film noir, police corruption, police detective, double cross, lie detection, antiques shop, hangar, burlesque dancer, police shootout, gang moll"
3293,Conceiving Ada (1997),Drama|Sci-Fi,1997,96484,Conceiving Ada,1999-02-19,"Emmy Coer, a computer genius, devises a method of communicating with the past by tapping into undying information waves. She manages to reach the world of Ada Lovelace, founder of the idea of a computer language and proponent of the possibilities of the ""difference engine."" Ada's ideas were stifled and unfulfilled because of the reality of life as a woman in the nineteenth century. Emmy has a plan to defeat death and the past using her own DNA as a communicative agent to the past, bringing Ada to the present. But what are the possible ramifications?",85,"Science Fiction, Drama, Fantasy","Tilda Swinton, Francesca Faridany, Timothy Leary, Karen Black, John Perry Barlow",woman director
3294,Eaten Alive (1976),Horror,1976,30062,Eaten Alive,1976-12-25,"A psychotic redneck owns a dilapidated hotel in rural East Texas, where he murders those who upset him or his business, and then feeds their remains to his pet crocodile in the swamp beside his hotel.",91,"Horror, Thriller","Neville Brand, Mel Ferrer, Carolyn Jones, Marilyn Burns, William Finley","redneck, psychotic, video nasty"
3295,Raining Stones (1993),Drama,1993,62463,Raining Stones,1993-09-09,"Proud, though poor, Bob wants his little girl to have a beautiful (and costly) brand-new dress for her First Communion. His stubbornness and determination get him into trouble as he turns to more and more questionable measures, in his desperation to raise the needed money. This tragic flaw leads him to risk all that he loves and values, his beloved family, indeed even his immortal soul and salvation, in blind pursuit of that goal.",90,"Drama, Crime","Bruce Jones, Julie Brown, Gemma Phoenix, Ricky Tomlinson, Tom Hickey","communion dress, priest, working class, catholic, unemployment, manchester"
3296,To Sir with Love (1967),Drama,1967,25934,"To Sir, with Love",1967-06-14,"A British Guianese engineer starts a job as a high school teacher in London’s East End, where his uninterested and delinquent pupils are in desperate need of attention and care.",105,Drama,"Sidney Poitier, Christian Roberts, Judy Geeson, Suzy Kendall, Lulu","london, england, education, respect, teacher, teenage crush, school, teacher student relationship, high school teacher, maturity, high school dance, east end of london, class field trip, life lessons, dedicated, high school kids"
3297,With Byrd at the South Pole (1930),Documentary,1930,101383,With Byrd at the South Pole,1930-06-19,"With Byrd at the South Pole (1930) is a documentary film about Rear Admiral Richard E. Byrd and his 1st quest to the South Pole beginning at the Little America-Exploration Base. The film's soundtrack consists mostly of music and sound effects, with narration read by Floyd Gibbons. The film won at the 3rd Academy Awards for Best Cinematography.",82,Documentary,"Floyd Gibbons, Richard E. Byrd","u.s. navy, antarctica, south pole, polar exploration"
3298,Boiler Room (2000),Drama,2000,14181,Boiler Room,2000-02-18,A college dropout gets a job as a broker for a suburban investment firm and is on the fast track to success—but the job might not be as legitimate as it sounds.,118,"Crime, Drama, Thriller","Giovanni Ribisi, Vin Diesel, Nia Long, Nicky Katt, Scott Caan","finances, long island, new york, stockbroker, investment firm, candid, investment banker, admiring, enchant"
3299,Hanging Up (2000),Comedy|Drama,2000,10385,Hanging Up,2000-02-16,"Three sisters - Georgia, Eve, and Maddy - do what they do best with life, love, and lunacy on the telephone lines that bind - when their curmudgeonly father, Lou, is admitted to a Los Angeles Hospital. After years of wild living, intermittent affection, and constant phoning, he is finally threatening to die.",94,"Drama, Comedy","Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau, Adam Arkin","sibling relationship, based on true story, hospital, los angeles, california, dog, heartbreak, neurotic, woman director, broken heart, abandoned by mother, party planner, estranged mother, father daughter relationship, sister sister relationship, memories, holidays, sisters, phone calls, father in hospital, curmudgeon, depressed father, soap opera actress, magazine owner, abandoned by wife"
3300,Pitch Black (2000),Action|Sci-Fi,2000,2787,Pitch Black,2000-02-18,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",108,"Thriller, Science Fiction, Action","Vin Diesel, Radha Mitchell, Cole Hauser, Lewis Fitz-Gerald, Claudia Black","darkness, dystopia, comet, alien life-form, survival, creature, eclipse, flask, spaceship crash, intense"
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,2000,2069,The Whole Nine Yards,2000-02-18,"After a mobster agrees to cooperate with an FBI investigation in order to stay out of prison, he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbours figure out his true identity and come knocking to see if he'd be up for one more hit—suburban style.",98,"Comedy, Crime","Matthew Perry, Bruce Willis, Natasha Henstridge, Amanda Peet, Michael Clarke Duncan","chicago, illinois, gangster, montreal, canada, mafia, dentist, hoodlum"
3302,Beautiful People (1999),Comedy,1999,61416,Beautiful People,1999-09-16,"In London, during October 1993, England is playing Holland in the preliminaries of the World Cup. The Bosnian War is at its height, and refugees from the ex-Yugoslavia are arriving. Football rivals, and political adversaries from the Balkans all precipitate conflict and amusing situations. Meanwhile, the lives of four English families are affected in different ways by encounter with the refugees.",107,"War, Comedy, Drama","Charlotte Coleman, Charles Kay, Rosalind Ayres, Julian Firth, Edward Jewesbury","england, refugee, bosnian war (1992-95)"
3303,Black Tar Heroin: The Dark End of the Street (1999),Documentary,1999,,,,,,,,
3304,Blue Collar (1978),Crime|Drama,1978,14839,Blue Collar,1978-02-10,"Fed up with mistreatment at the hands of both management and union brass, and coupled with financial hardships on each man's end, three auto assembly line workers hatch a plan to rob a safe at union headquarters.",114,"Drama, Crime","Richard Pryor, Harvey Keitel, Yaphet Kotto, Ed Begley Jr., Harry Bellaver","factory worker, robbery, blackmail, drinking, union, detroit, michigan, blue collar worker, vending machine, car factory, assembly line"
3305,Bluebeard (1944),Film-Noir|Horror,1944,42186,Bluebeard,1944-10-26,Young female models are being strangled. Will law enforcement be able to stop the crime wave before more women become victims?,72,"Crime, Thriller, Horror","John Carradine, Jean Parker, Nils Asther, Ludwig Stössel, George Pembroke",b movie
3306,"Circus, The (1928)",Comedy,1928,28978,The Circus,1928-01-06,"Charlie, a wandering tramp, becomes a circus handyman - soon the star of the show - and falls in love with the circus owner's stepdaughter.",72,"Comedy, Romance, Drama","Charlie Chaplin, Al Ernest Garcia, Merna Kennedy, Harry Crocker, George Davis","circus, one-sided love, tramp, unrequited love, black and white, silent film, employer employee relationship"
3307,City Lights (1931),Comedy|Drama|Romance,1931,901,City Lights,1931-02-06,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,87,"Comedy, Drama, Romance","Charlie Chaplin, Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia","blindness and impaired vision, eye operation, operation, love of one's life, suicide attempt, flower shop, flower girl, tramp, love, black and white, millionaire, silent film, blind girl, boxing, feel good, comforting"
3308,"Flamingo Kid, The (1984)",Comedy|Drama,1984,25010,The Flamingo Kid,1984-12-21,"Brooklyn teenager Jeffrey Willis, thoroughly unhappy with his modest homestead, embraces the other-world aspects of his summer job at the posh Flamingo Club. He spurns his father in favor of the patronage of smooth-talking Phil Brody and is seduced by the ample bikini charms of club member Carla Samson. But thanks to a couple of late-summer hard lessons, the teen eventually realizes that family should always come first.",100,"Comedy, Drama, Romance","Matt Dillon, Héctor Elizondo, Molly McCarthy, Martha Gehman, Richard Crenna","private club, brooklyn, new york city, gambler, summer job, beach resort, gin rummy, 1960s, playful"
3309,"Dog's Life, A (1920)",Comedy,1920,,,,,,,,
3310,"Kid, The (1921)",Action,1921,10098,The Kid,1921-01-21,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,68,"Comedy, Drama","Charlie Chaplin, Jackie Coogan, Carl Miller, Edna Purviance, Albert Austin","angel, suicide attempt, fistfight, slapstick comedy, black and white, class differences, foundling, silent film, dream sequence, semi autobiographical, car theft, illegitimate child, unwed mother, abandoned baby, out of wedlock child"
3311,"Man from Laramie, The (1955)",Western,1955,18264,The Man from Laramie,1955-08-19,"Will Lockhart arrives in Coronado, an isolated town in New Mexico, in search of someone who sells rifles to the Apache tribe, finding himself unwillingly drawn into the convoluted life of a local ranching family whose members seem to have a lot to hide.",103,"Drama, Western","James Stewart, Arthur Kennedy, Donald Crisp, Cathy O'Donnell, Alex Nicol","arms smuggling, apache nation, family secrets, rifle, mysterious man, gunfight, based on short story, cattle ranch, spoiled son, american west, taken under wing, new mexico territory, son of the boss, headstrong son, old west, brotherly revenge"
3312,"McCullochs, The (1975)",Drama,1975,291861,The Wild McCullochs,1975-05-21,"A story about the rich McCulloch Family, their overbearing father and the children's misguided blaming him for everything that doesn't go right.",93,"Romance, Drama","Forrest Tucker, Julie Adams, Max Baer Jr., Janice Heiden, Dennis Redfield","parent child relationship, overbearing father"
3313,Class Reunion (1982),Comedy,1982,33374,Class Reunion,1982-10-29,"Lizzie Borden High's class of '72 are going through the motions at their tenth-year reunion, until deranged alum Walter Baylor, driven insane by a sadistic senior-year prank, escapes from the mental institution and crashes the party. When guests start getting bumped off, the other alumni, including snooty yacht salesman Bob Spinnaker, class tease Bunny Packard, and class zero Gary Nash, spring into action to uncover the culprit.",84,"Comedy, Horror","Gerrit Graham, Fred McCarren, Miriam Flynn, Stephen Furst, Shelley Smith",
3314,"Big Trees, The (1952)",Action|Drama,1952,43368,The Big Trees,1952-02-05,"In 1900, unscrupulous timber baron Jim Fallon plans to take advantage of a new law and make millions off California redwood. Much of the land he hopes to grab has been homesteaded by a Quaker colony, who try to persuade him to spare the giant sequoias...but these are the very trees he wants most. Expert at manipulating others, Fallon finds that other sharks are at his own heels, and forms an unlikely alliance.",89,"Drama, Western","Kirk Douglas, Eve Miller, Patrice Wymore, Edgar Buchanan, John Archer","tree, sequoia"
3315,Happy Go Lovely (1951),Musical,1951,127602,Happy Go Lovely,1951-03-06,"Rich bachelor B.G. Bruno, the head of a successful greeting-card company in Scotland, is essentially a kind man but respectable to the point of stodginess and extreme stuffiness. An American troupe visiting Edinburgh wants to produce a musical in town but has trouble getting financiers. Bruno meets several leading ladies; through a misunderstanding, he doesn't correct their impression that he's a newspaper reporter.",97,"Music, Romance, Comedy","David Niven, Vera-Ellen, Cesar Romero, Gordon Jackson, Bobby Howes","bachelor, musical, theatrical producer"
3316,Reindeer Games (2000),Action|Thriller,2000,2155,Reindeer Games,2000-02-25,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",104,"Thriller, Action, Crime","Ben Affleck, Charlize Theron, Gary Sinise, Dennis Farina, Clarence Williams III","prison, small town, robbery, casino, villainess, manipulation, role reversal, extramarital affair, voyeurism, christmas, suspenseful"
3317,Wonder Boys (2000),Comedy|Drama,2000,11004,Wonder Boys,2000-02-22,Grady is a 50-ish English professor who hasn't had a thing published in years—not since he wrote his award winning 'Great American Novel' 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.,111,"Comedy, Drama","Michael Douglas, Tobey Maguire, Frances McDormand, Robert Downey Jr., Katie Holmes","adultery, infidelity, robbery, based on novel or book, police, pennsylvania, usa, winter, midlife crisis, professor, college, liar, coming of age, marijuana, snow, writer, university, drugs, dog, bisexual man, drag, pittsburgh, pennsylvania, gay theme, small town america"
3318,Deterrence (1998),Thriller,1998,,,,,,,,
3319,Judy Berlin (1999),Drama,1999,36048,Judy Berlin,1999-10-06,"Judy Berlin is an aspiring actress whose idealism is at odds with her small suburban community, where a solar eclipse induces town inhabitants (a lonely housewife, a frustrated schoolteacher, and a struggling filmmaker) to search for solace and understanding in themselves and one another.",93,"Comedy, Drama","Barbara Barrie, Bob Dishy, Edie Falco, Carlin Glynn, Aaron Harnick","marriage, alzheimer's disease"
3320,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,1999,139,Mifune,1999-03-12,"Kresten, newly wed, is on the threshold of a great career success in his father-in-law’s company. But when the death of his own father takes him back to his poverty-stricken childhood home, far out in the country, his career plans fall apart. For one thing he has to deal with his loveable, backward brother, who is now all alone; for another, he meets a stunning woman who comes to the farm as a housekeeper, in disguise of her real profession as a call-girl.",98,"Drama, Comedy, Romance","Anders W. Berthelsen, Iben Hjejle, Jesper Asholt, Sofie Gråbøl, Emil Tarding","mentally disabled, prostitute, rape, drowning, countryside, denmark, funeral, copenhagen, denmark, upper class, call girl, manager, boarding school, housekeeper, disabled, dogme 95"
3321,"Waiting Game, The (2000)",Comedy,2000,,,,,,,,
3322,3 Strikes (2000),Comedy,2000,47816,3 Strikes,2000-03-01,"Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.",82,"Action, Comedy, Romance","Brian Hooks, N'Bushe Wright, Faizon Love, E-40, Starletta DuPois",sports
3323,Chain of Fools (2000),Comedy|Crime,2000,20682,Chain of Fools,2001-03-03,An avid detective is assigned to investigate the heist of a batch of precious coins that end up in the hands of a suicidal barber.,96,"Crime, Comedy","Steve Zahn, Salma Hayek Pinault, Elijah Wood, Jeff Goldblum, David Cross","treasure, detective, romance, love, coin, theft, barber, stolen"
3324,Drowning Mona (2000),Comedy,2000,25166,Drowning Mona,2000-03-03,"The recently deceased Mona Dearly was many things: an abusive wife, a domineering mother, a loud-mouthed neighbor and a violent malcontent. So when her car and corpse are discovered in the Hudson River, police Chief Wyatt Rash immediately suspects murder rather than an accident. But, since the whole community of Verplanck, N.Y., shares a deep hatred for this unceasingly spiteful woman, Rash finds his murder investigation overwhelmed with potential suspects.",96,"Comedy, Crime, Mystery","Danny DeVito, Bette Midler, Neve Campbell, Jamie Lee Curtis, Casey Affleck","investigation, suspicion, remake, murder, death, accident, dysfunctional, playful"
3325,"Next Best Thing, The (2000)",Comedy|Drama,2000,1831,The Next Best Thing,2000-03-03,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",108,"Comedy, Drama, Romance","Madonna, Rupert Everett, Benjamin Bratt, Malcolm Stumpf, Josef Sommer","parent child relationship, custody battle, flush, yoga, single, best friend, los angeles, california, single father, co-parenting"
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,2000,10416,What Planet Are You From?,2000-03-03,A human-looking alien from a highly advanced but emotionless all-male society is sent to Earth to impregnate a woman and bring the child back to their planet. The alien ends up falling in love while a suspicious FAA agent tails him.,105,"Comedy, Drama, Romance, Science Fiction","Garry Shandling, Annette Bening, John Goodman, Greg Kinnear, Ben Kingsley","erection, alien life-form, alien, reproduction, search for new wife, noise"
3327,Beyond the Mat (2000),Documentary,2000,,,,,,,,
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,1999,4816,Ghost Dog: The Way of the Samurai,1999-10-06,A Black hitman who models after the samurai of old finds himself targeted for death by the mob.,116,"Crime, Drama","Forest Whitaker, John Tormey, Cliff Gorman, Frank Minucci, Richard Portnow","hip-hop, new jersey, hitman, mission of murder, revenge, mafia, park, pigeon, hagakure, ice cream, haitian, cd player, arm sling, racial slur, carrier pigeon, ice cream truck, contract killer, code of the samurai, african american"
3329,"Year My Voice Broke, The (1987)",Drama,1987,19958,The Year My Voice Broke,1987-10-15,"Set in 1962, a young prepubescent boy in rural Australia watches painfully as his best friend and first love blossoms into womanhood and falls for a thuggish rugby player, changing the lives of everyone involved.",105,"Drama, Romance","Noah Taylor, Loene Carmen, Ben Mendelsohn, Graeme Blundell, Lynette Curran","love triangle, rural area, teenage crush, first love, locket, 1960s, new south wales"
3330,Splendor in the Grass (1961),Drama,1961,28569,Splendor in the Grass,1961-10-10,A fragile Kansas girl's unrequited and forbidden love for a handsome young man from the town's most powerful family drives her to heartbreak and madness.,124,"Drama, Romance","Natalie Wood, Warren Beatty, Pat Hingle, Audrey Christie, Barbara Loden","asylum, forbidden love, kansas, usa, unrequited love, sexual repression, stock market crash, 1920s"
3331,My Tutor (1983),Drama,1983,2193,My Tutor,1983-03-04,"High school senior Bobby Chrystal fails his French class, which will block him from entering Yale. His rich, authoritarian father hires an attractive 29-year-old to tutor Bobby over the summer and help him pass a make-up exam. While Bobby's friends lead him away into strange excursions aimed at losing their virginity, Bobby finds all the extracurricular activities he needs with his new tutor.",97,"Comedy, Drama, Romance","Caren Kaye, Matt Lattanzi, Kevin McCarthy, Bruce Bauer, Clark Brandon","tutor, older woman younger man relationship"
3332,"Legend of Lobo, The (1962)",Adventure|Children's,1962,64871,The Legend of Lobo,1962-11-07,"You'll be captivated as you track the legendary Lobo through an amazing Southwest adventure. Our story begins with Lobo as an adorable wolf cub and follows his growth into a fearless and majestic leader of the pack. At odds with the local cattlemen, the price on Lobo's head grows, attracting an expert wolf hunter. As they go head to head, Lobo's amazing survival instincts and family devotion leave the hunter with nothing but respect. With the rich narration of Rex Allen, and music from the legendary Sherman Brothers and the popular Sons Of The Pioneers, this is family entertainment at its best!",67,"Family, Adventure",Rex Allen,wolf
3333,"Killing of Sister George, The (1968)",Drama,1968,54575,The Killing of Sister George,1968-09-01,"When June Buckridge arrives at her London flat and announces 'They are going to murder me', her long-time lover and doll-cuddling flat mate Alice 'Childie' McNaught realizes that things are going to change. For June is referring to her character 'Sister George', a lovable nurse she portrays in a popular daytime serial. To make matters worse, the widowed executive at the BBC responsible for the decision to kill off Sister George - Mercy Croft is also a predatory lesbian who is after Childie and will stop at nothing to get what she wants.",138,"Comedy, Drama","Beryl Reid, Susannah York, Coral Browne, Ronald Fraser, Patricia Medina","london, england, jealousy, lesbian relationship, doll, lgbt, older woman younger woman relationship, television actress, lesbian, abusive relationship"
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,1948,11016,Key Largo,1948-07-16,"A hurricane swells outside, but it's nothing compared to the storm within the hotel at Key Largo. There, sadistic mobster Johnny Rocco holes up - and holds at gunpoint hotel owner James Temple, his widowed daughter-in-law Nora, and ex-GI Frank McCloud.",100,"Crime, Thriller","Humphrey Bogart, Edward G. Robinson, Lauren Bacall, Thomas Gomez, Lionel Barrymore","hotel, florida, war veteran, gangster, widow, hurricane, florida keys, wheelchair user   , film noir, alcoholic, humiliation, death, intimidation, nightclub singer, henchmen, moll, local indians, suspenseful, intense"
3335,Jail Bait (1954),Crime|Drama,1954,23020,Jail Bait,1954-05-12,"Don Gregor, the son of famous plastic surgeon Dr. Boris Gregor, begins to hang around with young criminal Vic Brady and carry a gun. The pair attempt an armed holdup, and when things start to go wrong Gregor accidentally kills a night watchman. Fearing that Gregor plans to turn himself in, Brady kills him and blackmails Dr. Gregor into giving him a new face.",74,"Crime, Thriller","Lyle Talbot, Herbert Rawlinson, Steve Reeves, Dolores Fuller, Clancy Malone","blackmail, plastic surgeon"
3336,It Happened Here (1961),Drama,1961,,,,,,,,
3337,I'll Never Forget What's 'is Name (1967),Comedy|Drama,1967,,,,,,,,
3338,For All Mankind (1989),Documentary,1989,20423,For All Mankind,1989-11-01,"A testament to NASA's Apollo program of the 1960s and '70s. Composed of actual NASA footage of the missions and astronaut interviews, the documentary offers the viewpoint of the individuals who braved the remarkable journey to the moon and back.",80,"Documentary, History","Jim Lovell, Russell Schweickart, Eugene Cernan, Michael Collins, Charles Conrad","nasa, space mission, moon landing, astronaut, rocket ship, space exploration, apollo program, lunar mission, rocket launch site, to the moon"
3339,Cross of Iron (1977),War,1977,10839,Cross of Iron,1977-01-29,"It is 1943, and the German army—ravaged and demoralised—is hastily retreating from the Russian front. In the midst of the madness, conflict brews between the aristocratic yet ultimately pusillanimous Captain Stransky and the courageous Corporal Steiner. Stransky is the only man who believes that the Third Reich is still vastly superior to the Russian army. However, within his pompous persona lies a quivering coward who longs for the Iron Cross so that he can return to Berlin a hero. Steiner, on the other hand is cynical, defiantly non-conformist and more concerned with the safety of his own men rather than the horde of military decorations offered to him by his superiors.",132,"Drama, Action, History, War","James Coburn, Maximilian Schell, James Mason, David Warner, Klaus Löwitsch","hostility, world war ii, battle for power, troops, commander, lieutenant, sergeant, thoughtful, empathetic"
3340,Bride of the Monster (1956),Horror|Sci-Fi,1956,,,,,,,,
3341,Born Yesterday (1950),Comedy,1950,24481,Born Yesterday,1950-12-26,"Uncouth, loud-mouth junkyard tycoon Harry Brock descends upon Washington D.C. to buy himself a congressman or two, bringing with him his mistress, ex-showgirl Billie Dawn.",103,"Comedy, Romance","Judy Holliday, Broderick Crawford, William Holden, Howard St. John, Frank Otto","washington dc, usa, congress, tycoon, based on play or musical, political satire"
3342,Birdy (1984),Drama|War,1984,11296,Birdy,1984-12-14,"Two young men are seriously affected by the Vietnam War. One of them has always been obsessed with birds - but now believes he really is a bird, and has been sent to a mental hospital. Can his friend help him pull through?",120,"Drama, War","Matthew Modine, Nicolas Cage, John Harkins, Sandy Baron, Karen Young","vietnam war, lunatic asylum"
3343,And God Created Woman (1988),Comedy|Drama|Romance,1988,61651,And God Created Woman,1988-03-04,"In this variation on director Vadim's own, more acclaimed Et Dieu Créa La Femme (1956, the same title in French), the vamp Robin Shea marries charming carpenter Billy Moran, only to get out of prison, but soon decides to seduce James Tiernan, who runs for state governor.",100,"Comedy, Drama, Romance","Rebecca De Mornay, Vincent Spano, Frank Langella, Donovan Leitch, Judith Chapman",escaped convict
